帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,robot_status_group,topic
69e481e8000000002003ad94,"

",,,2,69e4916c0000000014018c09,69e490ae000000001401d42a,5a3cea154eacab600209420b,为以后做准备，复杂地形，废墟，山地，城市，你懂的[偷笑R]。之后还会有多足机器人，那玩意可就吓人了,2026.04.19,上海,8904.0,,49,强势|服务者,强势,服务者,12,强势成功,0
69e2583b00000000230211ea,"

",,2406.0,2,69e2fc72000000001401900a,69e2fc2d000000001401b82a,618b91c8000000001000c813,恭喜你 发明了汽车,2026.04.18,湖南,7631.0,,9,失败|抢救者,失败,抢救者,3,失败,0
69e2583b00000000230211ea,"

",,2406.0,1,69e2fc2d000000001401b82a,,5d7ee9340000000001007f91,能不能做成四个轮子的，加一种液体就可以跑起来的那种！,2026.04.18,陕西,6166.0,158.0,26,失败|抢救者,失败,抢救者,7,失败,0
69e634590000000022003bb5,"每个马拉松机器人，都有自己的热血故事。

",,824.0,1,69e6be18000000001401b002,,5837928250c4b473bd25285d,跟车人员的视角很少刷到，那前面奔跑的机器人跟亲生孩子有啥区别，个中滋味也只有研发人员知道，给看感动了竟然[哭惹R],2026.04.21,北京,5089.0,33.0,57,常态|观众,常态,观众,18,常态,0
69e481e8000000002003ad94,"

",,,1,69e490ae000000001401d42a,,5b92131965aece0001d21a33,比跑步干嘛非要人形，轮子不是更快[笑哭R],2026.04.19,浙江,4733.0,1334.0,21,强势|服务者,强势,服务者,6,强势成功,0
69da7e87000000001a03484e,"今晚的亦庄机器人马拉松测试

",,8169.0,1,69daef220000000035024590,,6225a0840000000010004d0d,你们这些说机器人跑步没用的人。想想你们老的走不动路的时候。突然心梗 机器人就可以飞一样背着去医院。,2026.04.12,美国,4613.0,241.0,49,强势|观众,强势,观众,13,强势成功,0
69e46032000000001f002048,"看着你们累倒在地上我很心疼，恨不得替你们

",,5680.0,1,69e84511000000001401a01c,,64bd0bd90000000014036eb8,你不跑有的是机器人愿意跑,2026.04.22,广东,4457.0,83.0,12,常态|保护者,常态,保护者,3,常态,0
69df625d0000000021005c63,"“扶我起来，我还能再跑10公里”

",,9992.0,1,69dfb3290000000002035b6b,,661ab2d70000000007007f3b,大家娱乐一下哈，视频里只放了一些“精彩”画面配解说，其实还有更多的机器人是跑的又稳又快的[害羞R],2026.04.15,上海,4172.0,78.0,49,失败|观众,失败,观众,10,失败,0
69e48b0b000000001a02578c,"北京马拉松机器人中暑了🥵

",3334.0,467.0,1,69ef2e5b000000002902cd01,,6304a4be000000000f006a16,机器人提供了新的就业岗位，一个机器人跑马拉松需要两个助理,2026.04.27,云南,3414.0,99.0,28,失败|服务者,失败,服务者,9,失败,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,1,69e504de000000001401bc03,,5b04fabbb1da141b6a8ed05d,这个程序员也长得很小，有点清澈的孩子气，新的人搂着新的机器人，一代年轻人更比一代强，中国一定会越来越好,2026.04.20,海南,3268.0,17.0,51,弱势|保护者,弱势,保护者,13,弱势,0
69e4551e000000001f005895,"荣耀机器人赢麻了🤖我觉得它表情在嘲讽我

",,816.0,2,69e494fd000000001401c01e,69e490dd000000001401e423,585b320482ec390142b28a5a,据我今天刷到的不完全统计：在摔倒的机器人对手旁边鼓掌，给观众跳舞，最后没电坐上了救护车,2026.04.19,山东,3219.0,,43,强势|被超越者,强势,被超越者,14,强势成功,0
69e447d2000000001d01aa01,"当算法有了腿，程序员万万没想到……

",,2912.0,2,69e455d5000000001401dc2f,69e45575000000001401e004,621ddac6000000002102735d,好像是机器人自己跑了，工程师赶上去断电,2026.04.19,天津,2703.0,,19,强势|服务者,强势,服务者,5,强势成功,0
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了🤣🤣🤣

",,8501.0,1,69e4367c0000000014018826,,5bd4164d3a8a5b0001274f5c,笑死🤣这个机器人刚刚从我面前过去了，它没跑了,2026.04.19,北京,2636.0,42.0,22,弱势|观众,弱势,观众,4,弱势,0
69e4c771000000002102c3fc,"一镜到底！看人形机器人跑半马如何补给。

",,89.0,1,69e4ec3b000000001401d81d,,616f8c94000000000201ae41,很骄傲，这么优秀的工程师，制造出了这么好的机器人，都是我们国家的[飞吻R]祝国泰民安，繁荣昌盛！！！,2026.04.19,山东,2317.0,2.0,50,常态|服务者,常态,服务者,8,常态,0
69e4426b000000001d01c7ed,"一个大的一个小的一个废的

",,7334.0,2,69e46025000000001401dc38,69e45f74000000001401bc0a,5b7b9b311f0bca00017a6a95,这是人形机器人，你说的那种是另一种机器人。,2026.04.19,江苏,2132.0,,21,混合|观众,混合,观众,4,,0
69e634590000000022003bb5,"每个马拉松机器人，都有自己的热血故事。

",,824.0,1,69e6fadf000000001401d428,,5df888fa0000000001002af4,原来是你们团队叫加速进化，我看到你们机器人上贴这个以为是你们的机器人要加速进化了[石化R][石化R][石化R],2026.04.21,四川,2076.0,8.0,55,常态|观众,常态,观众,9,常态,0
69db34bb000000001a0348ae,"机器人抢救现场

",4896.0,1198.0,1,69dc9de80000000002029fb1,,5bd282d60e78cd00012f0541,我有救了，以后失业可以去抬坏机器人,2026.04.13,广东,1887.0,63.0,17,失败|抢救者,失败,抢救者,4,失败,0
69e4b08d000000001d01c1bc,"机器人马拉松参赛选手“进化速度这一块”

",,379.0,1,69e4da0f000000001401d820,,65da061b000000000401c5e9,emm……马拉松的意义不是锻炼身体和耐力么，机器人真的需要这个吗,2026.04.19,浙江,1807.0,66.0,32,混合|观众,混合,观众,8,,0
