帖子id,帖子标题,帖子点赞数,帖子评论数,comment_level,comment_id,parent_comment_id,user_id,content,comment_time,location,like_count,reply_count,char_len,post_category,robot_status,human_role,effective_token_count,robot_status_group,topic
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,1,69e504de000000001401bc03,,5b04fabbb1da141b6a8ed05d,这个程序员也长得很小，有点清澈的孩子气，新的人搂着新的机器人，一代年轻人更比一代强，中国一定会越来越好,2026.04.20,海南,3268.0,17.0,51,弱势|保护者,弱势,保护者,13,弱势,0
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了🤣🤣🤣

",,8501.0,1,69e4367c0000000014018826,,5bd4164d3a8a5b0001274f5c,笑死🤣这个机器人刚刚从我面前过去了，它没跑了,2026.04.19,北京,2636.0,42.0,22,弱势|观众,弱势,观众,4,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,1,69e5a096000000001401b813,,661ab2d70000000007007f3b,让我先叠个甲，本人仅做搞笑解读，完全“曲解”机器人赛跑，大家权当图一乐，对所有机器人品牌一视同仁都是好样的，请大家切勿对品牌做任何解读，毕竟参赛的有厂家、高校生，也有机器人爱好者，本人无法进行区分，正赛全程大家可移步央视官网观看，所有参赛者都投入巨大热情，只为推广机器人事业，感谢！,2026.04.20,上海,1201.0,17.0,141,弱势|观众,弱势,观众,48,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e4ad09000000001401e817,69e4abf1000000001401c014,5e3ffcc400000000010080bf,赛博老大爷遛弯,2026.04.19,北京,861.0,,7,弱势|保护者,弱势,保护者,3,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e5ea0f000000001401cc18,69e5c6f0000000001401ac1e,56d23fb41c07df64eb79d909,遥控的，主要是程序员太逗了[笑哭R],2026.04.20,山东,787.0,,18,弱势|观众,弱势,观众,4,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e4b81d000000001401c836,69e4b7d5000000001401c81d,679105b9000000000d008200,这小机器人坐得略显拘谨啊[笑哭R],2026.04.19,天津,634.0,,17,弱势|保护者,弱势,保护者,4,弱势,0
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了🤣🤣🤣

",,8501.0,2,69e433680000000014018c0d,69e43311000000001401e428,585b39076a6a6966daddb04a,这个小机器人摔倒还能自己起来呢[派对R],2026.04.19,北京,426.0,,20,弱势|观众,弱势,观众,3,弱势,0
69e6f2bc0000000023005345,"🍼机器人第一视角，好多人呀

",,687.0,1,69e79d67000000001401d426,,5fb5195900000000010023b5,我刚才刷到它摔了，被别的机器人看热闹还鼓掌的营销号[捂脸R],2026.04.21,广东,351.0,13.0,30,弱势|观众,弱势,观众,6,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e5e313000000001401e816,69e5c6f0000000001401ac1e,5f25a1390000000001002474,看号码布，遥控的,2026.04.20,浙江,344.0,,8,弱势|观众,弱势,观众,2,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,1,69e619ca0000000014018c16,,632c6451000000002303ec49,这里好像机器人宝宝它爸再给它擦屁股呢,2026.04.20,四川,340.0,11.0,18,弱势|观众,弱势,观众,5,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e5e1d7000000001401c82d,69e5c6f0000000001401ac1e,566a0bdc589de3638535652c,拍手这是有人遥控，还是自主设定的反应？,2026.04.20,江苏,288.0,,19,弱势|观众,弱势,观众,6,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e5ebd6000000001401b813,69e5c6f0000000001401ac1e,5c483fe0000000001002ecf1,哈哈哈那肯定是遥控啦，机器人现在应该还没有自主意识啦,2026.04.20,北京,212.0,,26,弱势|观众,弱势,观众,5,弱势,0
69e42cc100000000220001ad,"机器人马拉松倒数第一名，萌翻了🤣🤣🤣

",,8501.0,2,69e6e48a000000001401ac18,69e6e3f8000000001401900e,5e1685ae000000000100bab0,"人类社会的一切工具和设施都是基于人体打造的，人形机器人可以无障碍接管，不需要对工具和设施进行适配性改造。

同时，情感需求也是一方面，机器人要融入人类社会，与人类共同协作，其外形需要尽量减少隔阂感，且要能与人类以“人类熟悉的方式”进行互动。
所以，人形态是最好的选择。",2026.04.21,广东,168.0,,134,弱势|观众,弱势,观众,43,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e579520000000014013005,69e57274000000001401d811,5d2ac9e40000000011022298,有很多是大学团队参赛的，大学生来测试研究课题的，还有国外的大学团队。,2026.04.20,浙江,165.0,,34,弱势|保护者,弱势,保护者,10,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e5ff7c000000001401a404,69e5f71c000000001401d427,5d47b236000000001600dccc,不是说机器人不能袭击人类吗？,2026.04.20,山东,143.0,,14,弱势|观众,弱势,观众,3,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e4b042000000001401dc02,69e49ee3000000001401c41e,684a1935000000001d009219,是这样的，属于机器人的高考[笑哭R],2026.04.19,湖北,114.0,,18,弱势|保护者,弱势,保护者,4,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e4c8d8000000001401e415,69e4aa34000000001401bc30,575d363e6a6a6951fa730b9c,还有个小机器人拿着奶瓶跑,2026.04.19,广东,96.0,,12,弱势|保护者,弱势,保护者,2,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e576820000000014019406,69e504de000000001401bc03,62f1cb1d00000000190205b7,我看到工程师那么年轻头发那么多也有点感慨，我们的人才储备真足[偷笑R][偷笑R] 真好啊,2026.04.20,广东,81.0,,44,弱势|保护者,弱势,保护者,8,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e5ffbf000000001401e42f,69e5c6f0000000001401ac1e,5af21118e8ac2b4d685c6761,好像有自主的，看号码牌有写,2026.04.20,海南,79.0,,13,弱势|观众,弱势,观众,3,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e6d14f0000000014019c0c,69e6394c000000001401c410,69052d680000000037004ce6,[偷笑R]这是差生，很多厉害的厂商，能自主跑，能导航，工程师开车跟着，还有就是休息区帮忙散热。但是他们应该没有自主意识，所以就是个人形工具。未来世界这种就像修仙世界的傀儡吧。。。,2026.04.21,湖南,77.0,,89,弱势|观众,弱势,观众,21,弱势,0
69e59e520000000022027a90,"花田里犯了错|机器人马拉松正赛搞笑赏析

",,2593.0,2,69e64649000000001401d413,69e619ca0000000014018c16,55950d6e67bc65103650853f,太惨了，没孩子买个机器人还是跑不了给孩子换尿布[捂脸R],2026.04.20,江苏,68.0,,28,弱势|观众,弱势,观众,7,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e58016000000001401d817,69e504de000000001401bc03,641692730000000012013a5a,华北电力大学的大学生啦,2026.04.20,北京,67.0,,11,弱势|保护者,弱势,保护者,2,弱势,0
69e48d54000000002102e178,"😭亦庄机器人半马最感人一幕

",,1589.0,2,69e5a59b000000001401e01c,69e5a52f0000000014019413,64d608b8000000000100f794,这个全称肯定命题是不管研究机器人的女孩子是吗？,2026.04.20,北京,67.0,,23,弱势|保护者,弱势,保护者,7,弱势,0
